Supplier;"Brend  ";"Product name (EN)";"Product name (PL)";"Order No.";Sku;"our Sku ";"Supplier Product ID";"EAN / Barcode";Item;"Qty (Quantity per Unit)";item_category;"item SubCategory";"Написаанно на этикетке товара ";"Номер в EXL";Season/Collection;Collection;Gender;"Product Line";"Color Code";"Color Description EN";"Color Description PL";"Общая колонка размеров";"Size Xs-Xl";"Age Size ";"Height Size";"Socks Size";"Hats Size";"Shoe size";"Wholesale Price EUR";"Recommended Retail Price EUR";"Wholesale Price PLN ";"Recommended Retail Price PLN";"Basis Unit";"Basis Unit Quantity";"Diameter ";"Weight KG";"Height CM";"Width CM";"Length CM";"Description EN";"Description PL";"Images 1";"Images 2";"Images 3";"Images 5";"Images 6";"Images 7";"Images 8";"Images 9";"Images 10";Warehouse
;LIEWOOD;"Kenza Printed Denim Overshirt";;SO440600;LW20630;;LW20630;5715493522582;;1;OVERSHIRT;;;;"01 2026";;GIRL;;2667;"Sweethearts / light blue denim";;;;110;;;;;28;70;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Kenza Printed Denim Overshirt";;SO440600;LW20630;;LW20630;5715493522575;;1;OVERSHIRT;;;;"01 2026";;GIRL;;2667;"Sweethearts / light blue denim";;;;104;;;;;28;70;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Kenza Printed Denim Overshirt";;SO440600;LW20630;;LW20630;5715493522568;;1;OVERSHIRT;;;;"01 2026";;GIRL;;2667;"Sweethearts / light blue denim";;;;98;;;;;28;70;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Kenza Printed Denim Overshirt";;SO440600;LW20630;;LW20630;5715493522551;;1;OVERSHIRT;;;;"01 2026";;GIRL;;2667;"Sweethearts / light blue denim";;;;92;;;;;28;70;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Tyler Placement SS T-shirt";;SO440600;LW20637;;LW20637;5715493522780;;2;TSHIRT;;;;"01 2026";;UNISEX;;2641;"Sweethearts / Pale tuscany";;;;122/128;;;;;13.6;32;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Tyler Placement SS T-shirt";;SO440600;LW20637;;LW20637;5715493522797;;4;TSHIRT;;;;"01 2026";;UNISEX;;2641;"Sweethearts / Pale tuscany";;;;134/140;;;;;13.6;32;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Tyler Placement LS T-shirt";;SO440600;LW20638;;LW20638;5715493522865;;1;TSHIRT;;;;"01 2026";;UNISEX;;2634;"Cool kids / Beach blue";;;;122/128;;;;;13.6;34;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Tyler Placement LS T-shirt";;SO440600;LW20638;;LW20638;5715493522858;;1;TSHIRT;;;;"01 2026";;UNISEX;;2634;"Cool kids / Beach blue";;;;110/116;;;;;13.6;34;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Tyler Placement LS T-shirt";;SO440600;LW20638;;LW20638;5715493522841;;1;TSHIRT;;;;"01 2026";;UNISEX;;2634;"Cool kids / Beach blue";;;;98/104;;;;;13.6;34;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Tyler Placement LS T-shirt";;SO440600;LW20638;;LW20638;5715493522834;;1;TSHIRT;;;;"01 2026";;UNISEX;;2634;"Cool kids / Beach blue";;;;86/92;;;;;13.6;34;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borris Printed Denim Pants";;SO440600;LW20639;;LW20639;5715493523046;;1;PANTS;;;;"01 2026";;UNISEX;;2667;"Sweethearts / light blue denim";;;;134;;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borris Printed Denim Pants";;SO440600;LW20639;;LW20639;5715493523039;;1;PANTS;;;;"01 2026";;UNISEX;;2667;"Sweethearts / light blue denim";;;;128;;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borris Printed Denim Pants";;SO440600;LW20639;;LW20639;5715493523022;;1;PANTS;;;;"01 2026";;UNISEX;;2667;"Sweethearts / light blue denim";;;;122;;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borris Printed Denim Pants";;SO440600;LW20639;;LW20639;5715493523015;;2;PANTS;;;;"01 2026";;UNISEX;;2667;"Sweethearts / light blue denim";;;;116;;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borris Printed Denim Pants";;SO440600;LW20639;;LW20639;5715493523008;;1;PANTS;;;;"01 2026";;UNISEX;;2667;"Sweethearts / light blue denim";;;;110;;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borris Printed Denim Pants";;SO440600;LW20639;;LW20639;5715493522995;;1;PANTS;;;;"01 2026";;UNISEX;;2667;"Sweethearts / light blue denim";;;;104;;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borris Printed Denim Pants";;SO440600;LW20639;;LW20639;5715493522988;;1;PANTS;;;;"01 2026";;UNISEX;;2667;"Sweethearts / light blue denim";;;;98;;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borris Printed Denim Pants";;SO440600;LW20639;;LW20639;5715493522971;;1;PANTS;;;;"01 2026";;UNISEX;;2667;"Sweethearts / light blue denim";;;;92;;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borris Placement Denim Pants";;SO440600;LW20640;;LW20640;5715493523145;;1;PANTS;;;;"01 2026";;UNISEX;;2674;"Cool kids / Light blue denim";;;;134;;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borris Placement Denim Pants";;SO440600;LW20640;;LW20640;5715493523138;;1;PANTS;;;;"01 2026";;UNISEX;;2674;"Cool kids / Light blue denim";;;;128;;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borris Placement Denim Pants";;SO440600;LW20640;;LW20640;5715493523121;;1;PANTS;;;;"01 2026";;UNISEX;;2674;"Cool kids / Light blue denim";;;;122;;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borris Placement Denim Pants";;SO440600;LW20640;;LW20640;5715493523114;;1;PANTS;;;;"01 2026";;UNISEX;;2674;"Cool kids / Light blue denim";;;;116;;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borris Placement Denim Pants";;SO440600;LW20640;;LW20640;5715493523107;;1;PANTS;;;;"01 2026";;UNISEX;;2674;"Cool kids / Light blue denim";;;;110;;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borris Placement Denim Pants";;SO440600;LW20640;;LW20640;5715493523091;;1;PANTS;;;;"01 2026";;UNISEX;;2674;"Cool kids / Light blue denim";;;;104;;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borris Placement Denim Pants";;SO440600;LW20640;;LW20640;5715493523084;;1;PANTS;;;;"01 2026";;UNISEX;;2674;"Cool kids / Light blue denim";;;;98;;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borris Placement Denim Pants";;SO440600;LW20640;;LW20640;5715493523077;;1;PANTS;;;;"01 2026";;UNISEX;;2674;"Cool kids / Light blue denim";;;;92;;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Angelica Printed Denim frill Dress";;SO440600;LW20641;;LW20641;5715493523244;;1;DRESS;;;;"01 2026";;GIRL;;2667;"Sweethearts / light blue denim";;;;134;;;;;28;70;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Angelica Printed Denim frill Dress";;SO440600;LW20641;;LW20641;5715493523237;;1;DRESS;;;;"01 2026";;GIRL;;2667;"Sweethearts / light blue denim";;;;128;;;;;28;70;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Angelica Printed Denim frill Dress";;SO440600;LW20641;;LW20641;5715493523176;;1;DRESS;;;;"01 2026";;GIRL;;2667;"Sweethearts / light blue denim";;;;92;;;;;28;70;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Bello Stripe Bikini";;SO440600;LW20646;;LW20646;5715493523626;;1;BIKINI;;;;"01 2026";;GIRL;;2659;"Coral blush / Creme de la creme";;;;134;;;;;22;50;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Bello Stripe Bikini";;SO440600;LW20646;;LW20646;5715493523619;;1;BIKINI;;;;"01 2026";;GIRL;;2659;"Coral blush / Creme de la creme";;;;128;;;;;22;50;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Bello Stripe Bikini";;SO440600;LW20646;;LW20646;5715493523602;;1;BIKINI;;;;"01 2026";;GIRL;;2659;"Coral blush / Creme de la creme";;;;122;;;;;22;50;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Bello Stripe Bikini";;SO440600;LW20646;;LW20646;5715493523596;;1;BIKINI;;;;"01 2026";;GIRL;;2659;"Coral blush / Creme de la creme";;;;116;;;;;22;50;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Bello Stripe Bikini";;SO440600;LW20646;;LW20646;5715493523589;;1;BIKINI;;;;"01 2026";;GIRL;;2659;"Coral blush / Creme de la creme";;;;110;;;;;22;50;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Bello Stripe Bikini";;SO440600;LW20646;;LW20646;5715493523572;;1;BIKINI;;;;"01 2026";;GIRL;;2659;"Coral blush / Creme de la creme";;;;104;;;;;22;50;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Suna Printed Swimsuit";;SO440600;LW20659;;LW20659;5715493523985;;1;SWIMSUIT;;;;"01 2026";;GIRL;;2607;"Dot / Dusty lavender";;;;122;;;;;18;45;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Suna Printed Swimsuit";;SO440600;LW20659;;LW20659;5715493523961;;1;SWIMSUIT;;;;"01 2026";;GIRL;;2607;"Dot / Dusty lavender";;;;110;;;;;18;45;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Suna Printed Swimsuit";;SO440600;LW20659;;LW20659;5715493523947;;1;SWIMSUIT;;;;"01 2026";;GIRL;;2607;"Dot / Dusty lavender";;;;98;;;;;18;45;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Suna Printed Swimsuit";;SO440600;LW20659;;LW20659;5715493523930;;1;SWIMSUIT;;;;"01 2026";;GIRL;;2607;"Dot / Dusty lavender";;;;92;;;;;18;45;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Suna Printed Swimsuit";;SO440600;LW20659;;LW20659;5715493523923;;1;SWIMSUIT;;;;"01 2026";;GIRL;;2607;"Dot / Dusty lavender";;;;86;;;;;18;45;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Suna Printed Swimsuit";;SO440600;LW20659;;LW20659;5715493523954;;1;SWIMSUIT;;;;"01 2026";;GIRL;;2607;"Dot / Dusty lavender";;;;104;;;;;18;45;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Suna Printed Swimsuit";;SO440600;LW20659;;LW20659;5715493523978;;1;SWIMSUIT;;;;"01 2026";;GIRL;;2607;"Dot / Dusty lavender";;;;116;;;;;18;45;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Angelica Stripe Denim Frill Dress";;SO440600;LW20669;;LW20669;5715493524432;;2;DRESS;;;;"01 2026";;GIRL;;2671;"Classic navy / Creme de la creme";;;;116;;;;;28;70;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Angelica Stripe Denim Frill Dress";;SO440600;LW20669;;LW20669;5715493524449;;1;DRESS;;;;"01 2026";;GIRL;;2671;"Classic navy / Creme de la creme";;;;122;;;;;28;70;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Angelica Stripe Denim Frill Dress";;SO440600;LW20669;;LW20669;5715493524470;;1;DRESS;;;;"01 2026";;GIRL;;2671;"Classic navy / Creme de la creme";;;;140;;;;;28;70;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Angelica Stripe Denim Frill Dress";;SO440600;LW20669;;LW20669;5715493524388;;1;DRESS;;;;"01 2026";;GIRL;;2671;"Classic navy / Creme de la creme";;;;86;;;;;28;70;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Nieve Printed Longsleeve Rib T-shirt";;SO440600;LW20679;;LW20679;5715493525965;;1;TSHIRT;;;;"01 2026";;GIRL;;1836;"Leo spots / Mist";;;;98/104;;;;;12;30;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Nieve Printed Longsleeve Rib T-shirt";;SO440600;LW20679;;LW20679;5715493525972;;1;TSHIRT;;;;"01 2026";;GIRL;;1836;"Leo spots / Mist";;;;110/116;;;;;12;30;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Nieve Printed Longsleeve Rib T-shirt";;SO440600;LW20679;;LW20679;5715493525989;;1;TSHIRT;;;;"01 2026";;GIRL;;1836;"Leo spots / Mist";;;;122/128;;;;;12;30;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Nieve Printed Longsleeve Rib T-shirt";;SO440600;LW20679;;LW20679;5715493525996;;1;TSHIRT;;;;"01 2026";;GIRL;;1836;"Leo spots / Mist";;;;134/140;;;;;12;30;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Thora Placement Sweatshirt";;SO440600;LW20681;;LW20681;5715493529673;;2;SWEATSHIRT;;;;"01 2026";;UNISEX;;2641;"Sweethearts / Pale tuscany";;;;122/128;;;;;18.8;47;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Thora Placement Sweatshirt";;SO440600;LW20681;;LW20681;5715493529697;;1;SWEATSHIRT;;;;"01 2026";;UNISEX;;2641;"Sweethearts / Pale tuscany";;;;134/140;;;;;18.8;47;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Thora Placement Sweatshirt";;SO440600;LW20681;;LW20681;5715493529680;;2;SWEATSHIRT;;;;"01 2026";;UNISEX;;2642;"Tiger / Beach blue";;;;134/140;;;;;18.8;47;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Thora Placement Sweatshirt";;SO440600;LW20681;;LW20681;5715493529666;;2;SWEATSHIRT;;;;"01 2026";;UNISEX;;2642;"Tiger / Beach blue";;;;122/128;;;;;18.8;47;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Thora Placement Sweatshirt";;SO440600;LW20681;;LW20681;5715493529642;;2;SWEATSHIRT;;;;"01 2026";;UNISEX;;2642;"Tiger / Beach blue";;;;110/116;;;;;18.8;47;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Thora Placement Sweatshirt";;SO440600;LW20681;;LW20681;5715493529628;;2;SWEATSHIRT;;;;"01 2026";;UNISEX;;2642;"Tiger / Beach blue";;;;98/104;;;;;18.8;47;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Thora Placement Sweatshirt";;SO440600;LW20681;;LW20681;5715493529635;;2;SWEATSHIRT;;;;"01 2026";;UNISEX;;2641;"Sweethearts / Pale tuscany";;;;98/104;;;;;18.8;47;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Anthony Baby Seersucker Swim Pants";;SO440600;LW20682;;LW20682;5715493526450;;2;SWIMPANTS;;;;"01 2026";;UNISEX;;2662;"Peppermint / Sandy";;;;86;;;;;14;35;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Anthony Baby Seersucker Swim Pants";;SO440600;LW20682;;LW20682;5715493526443;;2;SWIMPANTS;;;;"01 2026";;UNISEX;;2662;"Peppermint / Sandy";;;;80;;;;;14;35;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borris Stripe Denim Pants";;SO440600;LW20690;;LW20690;5715493526832;;1;PANTS;;;;"01 2026";;UNISEX;;2671;"Classic navy / Creme de la creme";;;;134;;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borris Stripe Denim Pants";;SO440600;LW20690;;LW20690;5715493526825;;1;PANTS;;;;"01 2026";;UNISEX;;2671;"Classic navy / Creme de la creme";;;;128;;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borris Stripe Denim Pants";;SO440600;LW20690;;LW20690;5715493526818;;1;PANTS;;;;"01 2026";;UNISEX;;2671;"Classic navy / Creme de la creme";;;;122;;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borris Stripe Denim Pants";;SO440600;LW20690;;LW20690;5715493526801;;1;PANTS;;;;"01 2026";;UNISEX;;2671;"Classic navy / Creme de la creme";;;;116;;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borris Stripe Denim Pants";;SO440600;LW20690;;LW20690;5715493526795;;1;PANTS;;;;"01 2026";;UNISEX;;2671;"Classic navy / Creme de la creme";;;;110;;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borris Stripe Denim Pants";;SO440600;LW20690;;LW20690;5715493526788;;1;PANTS;;;;"01 2026";;UNISEX;;2671;"Classic navy / Creme de la creme";;;;104;;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borris Stripe Denim Pants";;SO440600;LW20690;;LW20690;5715493526771;;1;PANTS;;;;"01 2026";;UNISEX;;2671;"Classic navy / Creme de la creme";;;;98;;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borris Stripe Denim Pants";;SO440600;LW20690;;LW20690;5715493526764;;1;PANTS;;;;"01 2026";;UNISEX;;2671;"Classic navy / Creme de la creme";;;;92;;;;;24;60;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borrisa Stripe Denim Shorts";;SO440600;LW20693;;LW20693;5715493527211;;1;SHORTS;;;;"01 2026";;UNISEX;;2671;"Classic navy / Creme de la creme";;;;110;;;;;22;55;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borrisa Stripe Denim Shorts";;SO440600;LW20693;;LW20693;5715493527228;;1;SHORTS;;;;"01 2026";;UNISEX;;2671;"Classic navy / Creme de la creme";;;;116;;;;;22;55;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borrisa Stripe Denim Shorts";;SO440600;LW20693;;LW20693;5715493527235;;1;SHORTS;;;;"01 2026";;UNISEX;;2671;"Classic navy / Creme de la creme";;;;122;;;;;22;55;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borrisa Stripe Denim Shorts";;SO440600;LW20693;;LW20693;5715493527242;;1;SHORTS;;;;"01 2026";;UNISEX;;2671;"Classic navy / Creme de la creme";;;;128;;;;;22;55;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borrisa Stripe Denim Shorts";;SO440600;LW20693;;LW20693;5715493527259;;1;SHORTS;;;;"01 2026";;UNISEX;;2671;"Classic navy / Creme de la creme";;;;134;;;;;22;55;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borrisa Stripe Denim Shorts";;SO440600;LW20693;;LW20693;5715493527266;;1;SHORTS;;;;"01 2026";;UNISEX;;2671;"Classic navy / Creme de la creme";;;;140;;;;;22;55;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Borrisa Stripe Denim Shorts";;SO440600;LW20693;;LW20693;5715493527204;;1;SHORTS;;;;"01 2026";;UNISEX;;2671;"Classic navy / Creme de la creme";;;;104;;;;;22;55;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Tyler Stripe SS T-shirt";;SO440600;LW20725;;LW20725;5715493527419;;2;TSHIRT;;;;"01 2026";;UNISEX;;2673;"Riverside / Creme de la creme";;;;122/128;;;;;12.8;32;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Tyler Stripe SS T-shirt";;SO440600;LW20725;;LW20725;5715493527402;;2;TSHIRT;;;;"01 2026";;UNISEX;;2673;"Riverside / Creme de la creme";;;;110/116;;;;;12.8;32;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Tyler Stripe SS T-shirt";;SO440600;LW20725;;LW20725;5715493527396;;2;TSHIRT;;;;"01 2026";;UNISEX;;2673;"Riverside / Creme de la creme";;;;98/104;;;;;12.8;32;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Tyler Stripe SS T-shirt";;SO440600;LW20725;;LW20725;5715493527389;;2;TSHIRT;;;;"01 2026";;UNISEX;;2673;"Riverside / Creme de la creme";;;;86/92;;;;;12.8;32;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Ilford Placement Set";;SO440600;LW20729;;LW20729;5715493527570;;1;SET;;;;"01 2026";;UNISEX;;2652;"Pineapple / light apricot / mix";;;;122/128;;;;;16.8;42;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Ilford Placement Set";;SO440600;LW20729;;LW20729;5715493527617;;2;SET;;;;"01 2026";;UNISEX;;2653;"Pufferfish / peppermint / mix";;;;110/116;;;;;16.8;42;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Ilford Placement Set";;SO440600;LW20729;;LW20729;5715493527600;;2;SET;;;;"01 2026";;UNISEX;;2653;"Pufferfish / peppermint / mix";;;;98/104;;;;;16.8;42;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Ilford Placement Set";;SO440600;LW20729;;LW20729;5715493527556;;2;SET;;;;"01 2026";;UNISEX;;2652;"Pineapple / light apricot / mix";;;;98/104;;;;;16.8;42;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Ilford Placement Set";;SO440600;LW20729;;LW20729;5715493527549;;2;SET;;;;"01 2026";;UNISEX;;2652;"Pineapple / light apricot / mix";;;;86/92;;;;;16.8;42;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Ilford Placement Set";;SO440600;LW20729;;LW20729;5715493527594;;2;SET;;;;"01 2026";;UNISEX;;2653;"Pufferfish / peppermint / mix";;;;86/92;;;;;16.8;42;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Kinsley Placement Denim Overshirt";;SO440600;LW20934;;LW20934;5715493544805;;1;OVERSHIRT;;;;"01 2026";;BOY;;2674;"Cool kids / Light blue denim";;;;110;;;;;28;70;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Kinsley Placement Denim Overshirt";;SO440600;LW20934;;LW20934;5715493544812;;1;OVERSHIRT;;;;"01 2026";;BOY;;2674;"Cool kids / Light blue denim";;;;116;;;;;28;70;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Kinsley Placement Denim Overshirt";;SO440600;LW20934;;LW20934;5715493544829;;1;OVERSHIRT;;;;"01 2026";;BOY;;2674;"Cool kids / Light blue denim";;;;122;;;;;28;70;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Kinsley Placement Denim Overshirt";;SO440600;LW20934;;LW20934;5715493544836;;1;OVERSHIRT;;;;"01 2026";;BOY;;2674;"Cool kids / Light blue denim";;;;128;;;;;28;70;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;"Kinsley Placement Denim Overshirt";;SO440600;LW20934;;LW20934;5715493544782;;1;OVERSHIRT;;;;"01 2026";;BOY;;2674;"Cool kids / Light blue denim";;;;98;;;;;28;70;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;Freight;;SO440600;FREIGHT;;FREIGHT;5715493274610;;1;;;;;"03 2023";;;;;;;;;;;;;;10;0;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;Freight;;SO440600;FREIGHT;;FREIGHT;5715493274610;;1;;;;;"03 2023";;;;;;;;;;;;;;10;0;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;Freight;;SO440600;FREIGHT;;FREIGHT;5715493274610;;1;;;;;"03 2023";;;;;;;;;;;;;;10;0;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;Freight;;SO440600;FREIGHT;;FREIGHT;5715493274610;;4;;;;;"03 2023";;;;;;;;;;;;;;10;0;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;Freight;;SO440600;FREIGHT;;FREIGHT;5715493274610;;2;;;;;"03 2023";;;;;;;;;;;;;;10;0;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;Freight;;SO440600;FREIGHT;;FREIGHT;5715493274610;;1;;;;;"03 2023";;;;;;;;;;;;;;10;0;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;Freight;;SO440600;FREIGHT;;FREIGHT;5715493274610;;1;;;;;"03 2023";;;;;;;;;;;;;;10;0;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;Freight;;SO440600;FREIGHT;;FREIGHT;5715493274610;;1;;;;;"03 2023";;;;;;;;;;;;;;10;0;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;Freight;;SO440600;FREIGHT;;FREIGHT;5715493274610;;1;;;;;"03 2023";;;;;;;;;;;;;;10;0;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;Freight;;SO440600;FREIGHT;;FREIGHT;5715493274610;;1;;;;;"03 2023";;;;;;;;;;;;;;10;0;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;Freight;;SO440600;FREIGHT;;FREIGHT;5715493274610;;1;;;;;"02 2022";;;;;;;;;;;;;;10;0;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;Freight;;SO440600;FREIGHT;;FREIGHT;5715493274610;;1;;;;;"02 2022";;;;;;;;;;;;;;10;0;;;;;;;;;;;;;;;;;;;;;
;LIEWOOD;Freight;;SO440600;FREIGHT;;FREIGHT;5715493274610;;1;;;;;"02 2022";;;;;;;;;;;;;;10;0;;;;;;;;;;;;;;;;;;;;;
